Unnamed: 0,explain_path,photo_path,name,loc,BT,Area,ER,UWaB,UWaA,UFB,UFA,URB,URA,UWiB,UWiA,ATB,ATA,SCB,SCA
101,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_102.png,img/rec_fig/102.png,경기도 안양시 ARK,2.00,1.00,204.00,0.44,0.95,0.22,0.33,0.29,0.56,0.15,3.59,0.93,37.58,0.63,0.62,0.35
102,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_103.png,img/rec_fig/103.png,DPR Construction Phoenix Regional Office(NZEB),23.00,11.00,1519.43,0.99,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
103,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_104.png,img/rec_fig/104.png,The George D. Aiken Center at the University of Vermont,25.00,7.00,3716.12,0.63,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
104,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_105.png,img/rec_fig/105.png,5Pev,56.00,2.00,84.08,0.69,0.95,0.44,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
105,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_106.png,img/rec_fig/106.png,A2Dominion- Northholt,32.00,2.00,79.90,0.50,0.95,0.16,1.31,0.45,1.04,0.05,3.60,0.90,37.58,5.00,2.61,0.59
106,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_107.png,img/rec_fig/107.png,Almshouses,34.00,2.00,27.87,0.80,0.95,0.70,1.31,0.54,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
107,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_108.png,img/rec_fig/108.png,Barbrook PassivHaus,33.00,2.00,71.07,0.88,0.95,0.13,1.31,0.20,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
108,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_109.png,img/rec_fig/109.png,BISF Steel Frame House,34.00,2.00,88.26,0.46,0.95,0.11,1.31,0.43,1.04,0.17,3.60,1.50,37.58,5.00,2.61,0.59
109,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_110.png,img/rec_fig/110.png,Bringing Wates homes into the Future,49.00,2.00,75.25,0.65,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
110,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_111.png,img/rec_fig/111.png,Bristol Retrofit,35.00,2.00,188.13,0.66,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
111,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_112.png,img/rec_fig/112.png,City West Homes,32.00,2.00,59.46,0.71,0.95,0.35,1.31,0.48,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
112,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_113.png,img/rec_fig/113.png,Compton,32.00,2.00,59.46,0.71,0.95,0.35,1.31,0.48,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
113,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_114.png,img/rec_fig/114.png,Hospital in Egypt,66.00,2.00,31029.60,0.41,0.95,0.40,1.31,0.45,1.04,0.25,3.60,3.14,37.58,5.00,2.61,0.59
114,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_115.png,img/rec_fig/115.png,435 Indio Way(NZEB),20.00,11.00,2950.60,0.99,0.95,0.05,1.31,0.45,1.04,0.03,3.60,0.40,37.58,5.00,2.61,0.59
115,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_116.png,img/rec_fig/116.png,mid-terrace Victorian house,32.00,2.00,60.39,0.79,0.95,0.35,1.31,0.45,1.04,0.25,3.60,2.70,37.58,5.00,2.61,0.59
116,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_117.png,img/rec_fig/117.png,Chale Green,37.00,2.00,88.26,0.86,0.95,0.15,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
117,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_118.png,img/rec_fig/118.png,Crawley Homes,38.00,2.00,90.58,0.61,0.95,0.15,1.31,0.38,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
118,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_119.png,img/rec_fig/119.png,Drum Housing Association,40.00,2.00,68.75,0.69,0.95,0.35,1.31,0.22,1.04,0.16,3.60,3.30,37.58,5.00,2.61,0.59
119,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_120.png,img/rec_fig/120.png,Penwith Housing,41.00,2.00,65.03,0.78,0.95,0.20,1.31,0.02,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
120,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_121.png,img/rec_fig/121.png,Sarsen Housing,42.00,2.00,76.18,0.88,0.95,0.25,1.31,0.45,1.04,0.15,3.60,3.30,37.58,5.00,2.61,0.59
121,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_122.png,img/rec_fig/122.png,East Midlands Housing,43.00,2.00,70.61,0.87,0.95,0.12,1.31,0.12,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
122,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_123.png,img/rec_fig/123.png,Grove Housing Association,63.00,2.00,89.19,0.84,0.95,0.15,1.31,0.10,1.04,0.10,3.60,0.80,37.58,5.00,2.61,0.59
123,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_124.png,img/rec_fig/124.png,Eco-retrofit Bolton,35.00,2.00,83.61,0.38,0.95,0.15,1.31,0.20,1.04,0.15,3.60,0.70,37.58,5.00,2.61,0.59
124,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_125.png,img/rec_fig/125.png,BYRON G. ROGERS FEDERAL BUILDING,22.00,10.00,45986.99,0.51,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
125,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_126.png,img/rec_fig/126.png,Eco-retrofit Brierfield,44.00,2.00,169.08,0.54,0.95,0.20,1.31,0.17,1.04,0.16,3.60,0.90,37.58,5.00,2.61,0.59
126,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_127.png,img/rec_fig/127.png,Eco-retrofit Colne,44.00,2.00,88.72,0.18,0.95,0.15,1.31,0.20,1.04,0.15,3.60,0.70,37.58,5.00,2.61,0.59
127,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_128.png,img/rec_fig/128.png,Eco-retrofit Ealing,32.00,2.00,116.13,0.23,0.95,0.15,1.31,0.20,1.04,0.15,3.60,0.81,37.58,5.00,2.61,0.59
128,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_129.png,img/rec_fig/129.png,Eco-retrofit Orpington,52.00,2.00,94.76,0.32,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
129,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_130.png,img/rec_fig/130.png,Eltham,52.00,2.00,94.76,0.32,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
130,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_131.png,img/rec_fig/131.png,Enfield Homes retrofit,52.00,2.00,94.76,0.32,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
131,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_132.png,img/rec_fig/132.png,Flagship Retrofit,62.00,2.00,62.71,0.71,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
132,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_133.png,img/rec_fig/133.png,Gentoo Retrofit,50.00,2.00,78.04,0.79,0.95,0.13,1.31,0.45,1.04,0.11,3.60,1.10,37.58,5.00,2.61,0.59
133,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_134.png,img/rec_fig/134.png,Gentoo Retrofit Bid 2,50.00,2.00,78.04,0.87,0.95,0.13,1.31,0.45,1.04,0.11,3.60,1.10,37.58,5.00,2.61,0.59
134,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_135.png,img/rec_fig/135.png,Gentoo Retrofit Bid 3,50.00,2.00,64.10,0.80,0.95,0.13,1.31,0.45,1.04,0.11,3.60,1.10,37.58,5.00,2.61,0.59
135,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_136.png,img/rec_fig/136.png,Green Structures(PCM),32.00,2.00,100.34,0.92,0.95,0.20,1.31,0.45,1.04,0.25,3.60,0.50,37.58,5.00,2.61,0.59
136,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_137.png,img/rec_fig/137.png,Grove Cottage,83.00,2.00,134.71,0.57,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
137,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_138.png,img/rec_fig/138.png,Hanley,83.00,2.00,134.71,0.57,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
138,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_139.png,img/rec_fig/139.png,Hard to Heat Homes,46.00,2.00,48.31,0.69,0.95,0.15,1.31,0.15,1.04,0.09,3.60,0.80,37.58,5.00,2.61,0.59
139,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_140.png,img/rec_fig/140.png,Harrow Road Retrofit,31.00,2.00,124.95,0.69,0.95,0.13,1.31,0.45,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
140,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_141.png,img/rec_fig/141.png,Hounslow Council,32.00,2.00,84.54,0.89,0.95,0.10,1.31,0.80,1.04,0.11,3.60,0.70,37.58,5.00,2.61,0.59
141,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_142.png,img/rec_fig/142.png,Hounslow Passivhaus Retrofit,32.00,2.00,84.54,0.87,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
142,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_143.png,img/rec_fig/143.png,Ilford,32.00,2.00,84.54,0.87,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
143,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_144.png,img/rec_fig/144.png,Property in Whitehaven,48.00,2.00,76.18,0.79,0.95,0.15,1.31,0.20,1.04,0.10,3.60,0.70,37.58,5.00,2.61,0.59
144,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_145.png,img/rec_fig/145.png,Inspiration Birmingham 2020,85.00,2.00,158.86,0.77,0.95,0.20,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
145,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_146.png,img/rec_fig/146.png,Prewett Bizley Architects,32.00,2.00,105.91,0.77,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
146,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_147.png,img/rec_fig/147.png,Isos Housing Group,50.00,2.00,70.61,0.82,0.95,0.25,1.31,0.17,1.04,0.08,3.60,3.30,37.58,5.00,2.61,0.59
147,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_148.png,img/rec_fig/148.png,L&Q Group,50.00,2.00,70.61,0.82,0.95,0.25,1.31,0.17,1.04,0.08,3.60,3.30,37.58,5.00,2.61,0.59
148,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_149.png,img/rec_fig/149.png,LB Greenwich,32.00,2.00,108.70,0.93,0.95,0.10,1.31,0.13,1.04,0.10,3.60,0.70,37.58,5.00,2.61,0.59
149,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_150.png,img/rec_fig/150.png,Lena Gardens,32.00,2.00,195.10,0.82,0.95,0.10,1.31,0.10,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
150,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_151.png,img/rec_fig/151.png,Leicester Housing Association,31.00,2.00,87.33,0.56,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
151,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_152.png,img/rec_fig/152.png,Hastoe Housing Association,51.00,2.00,51.10,0.93,0.95,0.35,1.31,0.47,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
152,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_153.png,img/rec_fig/153.png,Low Carbon Sheppey,52.00,2.00,74.32,0.55,0.95,0.20,1.31,0.40,1.04,0.10,3.60,1.10,37.58,5.00,2.61,0.59
153,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_154.png,img/rec_fig/154.png,Hay Tor,53.00,2.00,78.50,0.49,0.95,0.21,1.31,0.19,1.04,0.25,3.60,1.00,37.58,5.00,2.61,0.59
154,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_155.png,img/rec_fig/155.png,Metropolitan Housing Trust,32.00,2.00,109.63,0.71,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
155,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_156.png,img/rec_fig/156.png,Castle Rock Edinvar,32.00,2.00,75.25,0.46,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
156,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_157.png,img/rec_fig/157.png,One Planet Sutton,54.00,2.00,74.32,0.61,0.95,0.20,1.31,0.12,1.04,0.13,3.60,1.38,37.58,5.00,2.61,0.59
157,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_158.png,img/rec_fig/158.png,Plus Dane Group,55.00,2.00,89.19,0.60,0.95,0.11,1.31,0.12,1.04,0.15,3.60,3.30,37.58,5.00,2.61,0.59
158,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_159.png,img/rec_fig/159.png,Peabody,32.00,2.00,97.55,0.57,0.95,0.11,1.31,0.45,1.04,0.25,3.60,0.80,37.58,5.00,2.61,0.59
159,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_160.png,img/rec_fig/160.png,Peterborough EnviroCluster,34.00,2.00,76.18,0.69,0.95,0.16,1.31,0.45,1.04,0.10,3.60,0.80,37.58,5.00,2.61,0.59
160,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_161.png,img/rec_fig/161.png,Dartford Borough Council,52.00,2.00,60.39,0.38,0.95,0.12,1.31,0.17,1.04,0.13,3.60,1.50,37.58,5.00,2.61,0.59
161,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_162.png,img/rec_fig/162.png,Redlands,33.00,2.00,150.50,0.56,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
162,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_163.png,img/rec_fig/163.png,Powys County Council,64.00,2.00,81.75,0.79,0.95,0.14,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
163,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_164.png,img/rec_fig/164.png,White Design Associates,35.00,2.00,69.68,0.85,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
164,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_165.png,img/rec_fig/165.png,Appledore,35.00,2.00,69.68,0.85,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
165,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_166.png,img/rec_fig/166.png,Hockerton Housing Project Trading,84.00,2.00,84.08,0.84,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
166,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_167.png,img/rec_fig/167.png,Victorian mid-terrace,56.00,2.00,60.39,0.20,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
167,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_168.png,img/rec_fig/168.png,Cottages,56.00,2.00,60.39,0.20,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
168,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_169.png,img/rec_fig/169.png,Home in Scotland,86.00,2.00,77.39,0.78,0.95,0.17,1.31,0.20,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
169,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_170.png,img/rec_fig/170.png,A+G Architects,57.00,2.00,91.97,0.79,0.95,0.09,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
170,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_171.png,img/rec_fig/171.png,Riverside HA,48.00,2.00,64.10,0.82,0.95,0.19,1.31,0.17,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
171,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_172.png,img/rec_fig/172.png,Brampton retrofit,58.00,2.00,79.90,0.72,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
172,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_173.png,img/rec_fig/173.png,Encraft Ltd,59.00,2.00,79.90,0.73,0.95,0.15,1.31,0.45,1.04,0.25,3.60,0.90,37.58,5.00,2.61,0.59
173,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_174.png,img/rec_fig/174.png,Victory Housing Trust,60.00,2.00,85.94,0.63,0.95,0.17,1.31,0.45,1.04,0.12,3.60,1.10,37.58,5.00,2.61,0.59
174,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_175.png,img/rec_fig/175.png,RCT Homes,64.00,2.00,74.32,0.72,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
175,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_176.png,img/rec_fig/176.png,SNW Home retrofit - Crawley,38.00,2.00,83.61,0.70,0.95,0.35,1.31,0.38,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
176,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_177.png,img/rec_fig/177.png,SOLAR HOUSE 80/50,61.00,2.00,99.41,0.44,0.95,0.21,1.31,0.16,1.04,0.15,3.60,1.20,37.58,5.00,2.61,0.59
177,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_178.png,img/rec_fig/178.png,Victorian house,32.00,2.00,87.33,0.50,0.95,0.21,1.31,0.16,1.04,0.15,3.60,1.20,37.58,5.00,2.61,0.59
178,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_179.png,img/rec_fig/179.png,Holistic Optimal Retrofit,64.00,2.00,57.97,0.80,0.95,0.35,1.31,0.45,1.04,0.25,3.60,1.10,37.58,5.00,2.61,0.59
179,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_180.png,img/rec_fig/180.png,South Chingford - Ascham Homes,32.00,2.00,104.98,0.70,0.95,0.16,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
180,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_181.png,img/rec_fig/181.png,Yorkshire Housing,58.00,2.00,75.25,0.69,0.95,0.25,1.31,0.40,1.04,0.13,3.60,3.30,37.58,5.00,2.61,0.59
181,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_182.png,img/rec_fig/182.png,Thamesmead Retrofit House,32.00,2.00,175.12,0.80,0.95,0.10,1.31,0.45,1.04,0.10,3.60,0.80,37.58,5.00,2.61,0.59
182,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_183.png,img/rec_fig/183.png,Melin Homes,64.00,2.00,85.47,0.73,0.95,0.16,1.31,0.23,1.04,0.12,3.60,0.80,37.58,5.00,2.61,0.59
183,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_184.png,img/rec_fig/184.png,The Oxford Whole House Carbon Reduction Project,57.00,2.00,77.11,0.68,0.95,0.10,1.31,0.20,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
184,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_185.png,img/rec_fig/185.png,Tower Hamlets,32.00,2.00,104.05,0.65,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
185,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_186.png,img/rec_fig/186.png,Tunbridge Wells,52.00,2.00,77.11,0.70,0.95,0.14,1.31,0.48,1.04,0.10,3.60,0.80,37.58,5.00,2.61,0.59
186,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_187.png,img/rec_fig/187.png,WHISCERS,32.00,2.00,113.34,0.58,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
187,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_188.png,img/rec_fig/188.png,Wakefield and District Housing Kettlethorpe retrofit 2,58.00,2.00,82.68,0.63,0.95,0.35,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
188,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_189.png,img/rec_fig/189.png,Two Piers Housing Co-Operative,39.00,2.00,177.44,0.81,0.95,0.15,1.31,0.14,1.04,0.10,3.60,3.30,37.58,5.00,2.61,0.59
189,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_190.png,img/rec_fig/190.png,Crawley Homes,38.00,2.00,78.97,0.71,0.95,0.15,1.31,0.38,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
190,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_191.png,img/rec_fig/191.png,Princedale Road,32.00,2.00,0.00,0.49,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
191,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_192.png,img/rec_fig/192.png,Mosaic Midmoor Road,32.00,2.00,0.00,0.67,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
192,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_193.png,img/rec_fig/193.png,Penzance,41.00,2.00,0.00,0.79,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
193,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_194.png,img/rec_fig/194.png,406 Collins Street,65.00,11.00,4004.12,0.50,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
194,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_195.png,img/rec_fig/195.png,182 Capel Street,65.00,11.00,1600.72,0.50,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
195,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_196.png,img/rec_fig/196.png,Council House 2 (CH2),65.00,11.00,1600.72,0.50,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
196,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_197.png,img/rec_fig/197.png,1525 WILSON BOULEVARD,30.00,11.00,29109.95,0.25,0.95,0.45,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
197,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_198.png,img/rec_fig/198.png,Johann B?mstrasse 34 + 36,67.00,2.00,2844.97,0.72,0.95,0.87,1.31,0.45,1.04,0.87,3.60,0.87,37.58,5.00,2.61,0.59
198,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_199.png,img/rec_fig/199.png,Vester Voldgade.DK,68.00,11.00,6734.54,0.50,0.95,1.23,1.31,0.45,1.04,0.18,3.60,2.00,37.58,5.00,2.61,0.59
199,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_200.png,img/rec_fig/200.png,PHI_GAG_Hoheloog_Ludwigshafen,75.00,2.00,960.15,0.94,0.95,0.10,1.31,0.17,1.04,0.10,3.60,0.80,37.58,5.00,2.61,0.59
200,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_201.png,img/rec_fig/201.png,Factor10_N?nberg,76.00,2.00,960.15,0.84,0.95,0.35,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
201,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_202.png,img/rec_fig/202.png,Gym Ostfildern,77.00,10.00,2439.91,0.55,0.95,0.20,1.31,0.45,1.04,0.20,3.60,1.29,37.58,5.00,2.61,0.59
202,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_203.png,img/rec_fig/203.png,Angela School,78.00,7.00,2670.03,0.78,0.95,0.45,1.31,0.45,1.04,0.25,3.60,0.70,37.58,5.00,2.61,0.59
203,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_204.png,img/rec_fig/204.png,Friedrich-Fr?el-School Olbersdorf,79.00,7.00,5610.41,0.74,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
204,https://raw.githubusercontent.com/Saem-repo/remodel_app/master/img/pop_up/Explain_205.png,img/rec_fig/205.png,High School Passive House,82.00,7.00,1016.36,0.90,0.95,0.45,1.31,0.45,1.04,0.25,3.60,3.30,37.58,5.00,2.61,0.59
